Text Date,Value Date,Zip Code,Water Use,Power Use
May_2009,May-09,"90004
(34.07572239300049, -118.30301712299968)",38.9,351
Jun_2009,Jun-09,"90004
(34.07572239300049, -118.30301712299968)",37.68,341
Jul_2009,Jul-09,"90004
(34.07572239300049, -118.30301712299968)",40.51,396
Aug_2009,Aug-09,"90004
(34.07572239300049, -118.30301712299968)",40.93,434
Sep_2009,Sep-09,"90004
(34.07572239300049, -118.30301712299968)",38.04,385
Oct_2009,Oct-09,"90004
(34.07572239300049, -118.30301712299968)",36.9,373
Nov_2009,Nov-09,"90004
(34.07572239300049, -118.30301712299968)",33.35,373
Dec_2009,Dec-09,"90004
(34.07572239300049, -118.30301712299968)",32.61,393
Jan_2010,Jan-10,"90004
(34.07572239300049, -118.30301712299968)",30.88,390
Feb_2010,Feb-10,"90004
(34.07572239300049, -118.30301712299968)",26.6,349
Mar_2010,Mar-10,"90004
(34.07572239300049, -118.30301712299968)",31.5,358
Apr_2010,Apr-10,"90004
(34.07572239300049, -118.30301712299968)",32.74,324
May_2010,May-10,"90004
(34.07572239300049, -118.30301712299968)",35.77,334
Jun_2010,Jun-10,"90004
(34.07572239300049, -118.30301712299968)",36,324
Jul_2010,Jul-10,"90004
(34.07572239300049, -118.30301712299968)",38.45,357
Aug_2010,Aug-10,"90004
(34.07572239300049, -118.30301712299968)",39.69,375
Sep_2010,Sep-10,"90004
(34.07572239300049, -118.30301712299968)",36.15,357
Oct_2010,Oct-10,"90004
(34.07572239300049, -118.30301712299968)",34.96,366
Nov_2010,Nov-10,"90004
(34.07572239300049, -118.30301712299968)",31.65,383
Dec_2010,Dec-10,"90004
(34.07572239300049, -118.30301712299968)",30.97,408
Jan_2011,Jan-11,"90004
(34.07572239300049, -118.30301712299968)",31.17,389
Feb_2011,Feb-11,"90004
(34.07572239300049, -118.30301712299968)",28.41,339
Mar_2011,Mar-11,"90004
(34.07572239300049, -118.30301712299968)",32.2,362
Apr_2011,Apr-11,"90004
(34.07572239300049, -118.30301712299968)",32.85,340
May_2011,May-11,"90004
(34.07572239300049, -118.30301712299968)",35.8,347
Jun_2011,Jun-11,"90004
(34.07572239300049, -118.30301712299968)",36.24,337
Jul_2011,Jul-11,"90004
(34.07572239300049, -118.30301712299968)",38.74,366
Aug_2011,Aug-11,"90004
(34.07572239300049, -118.30301712299968)",38.87,382
Sep_2011,Sep-11,"90004
(34.07572239300049, -118.30301712299968)",35.7,352
Oct_2011,Oct-11,"90004
(34.07572239300049, -118.30301712299968)",34.76,353
Nov_2011,Nov-11,"90004
(34.07572239300049, -118.30301712299968)",31.69,370
Dec_2011,Dec-11,"90004
(34.07572239300049, -118.30301712299968)",31.62,397
Jan_2012,Jan-12,"90004
(34.07572239300049, -118.30301712299968)",31.76,379
Feb_2012,Feb-12,"90004
(34.07572239300049, -118.30301712299968)",29.97,344
Mar_2012,Mar-12,"90004
(34.07572239300049, -118.30301712299968)",32.23,351
Apr_2012,Apr-12,"90004
(34.07572239300049, -118.30301712299968)",31.78,328
May_2012,May-12,"90004
(34.07572239300049, -118.30301712299968)",36.24,335
Jun_2012,Jun-12,"90004
(34.07572239300049, -118.30301712299968)",36.94,326
Jul_2012,Jul-12,"90004
(34.07572239300049, -118.30301712299968)",22.91,397
Aug_2012,Aug-12,"90004
(34.07572239300049, -118.30301712299968)",23.75,437
Sep_2012,Sep-12,"90004
(34.07572239300049, -118.30301712299968)",21.39,400
Oct_2012,Oct-12,"90004
(34.07572239300049, -118.30301712299968)",21.11,396
Nov_2012,Nov-12,"90004
(34.07572239300049, -118.30301712299968)",15.45,381
Dec_2013,Dec-12,"90004
(34.07572239300049, -118.30301712299968)",13.1,394
Jan_2013,Jan-13,"90004
(34.07572239300049, -118.30301712299968)",14.06,386
Feb_2013,Feb-13,"90004
(34.07572239300049, -118.30301712299968)",13.47,341
Mar_2013,Mar-13,"90004
(34.07572239300049, -118.30301712299968)",16.81,344
Apr_2013,Apr-13,"90004
(34.07572239300049, -118.30301712299968)",18.07,310
May_2013,May-13,"90004
(34.07572239300049, -118.30301712299968)",20.48,343
Jun_2013,Jun-13,"90004
(34.07572239300049, -118.30301712299968)",21.27,346
Jul_2005,Jul-05,"90005
(34.05907233200048, -118.30301712299968)",81.35,323
Aug_2005,Aug-05,"90005
(34.05907233200048, -118.30301712299968)",81,326
Sep_2005,Sep-05,"90005
(34.05907233200048, -118.30301712299968)",78.17,306
Oct_2005,Oct-05,"90005
(34.05907233200048, -118.30301712299968)",77.15,316
Nov_2005,Nov-05,"90005
(34.05907233200048, -118.30301712299968)",72.53,315
Dec_2005,Dec-05,"90005
(34.05907233200048, -118.30301712299968)",73.33,329
Jan_2006,Jan-06,"90005
(34.05907233200048, -118.30301712299968)",73.11,341
Feb_2006,Feb-06,"90005
(34.05907233200048, -118.30301712299968)",64.98,309
Mar_2006,Mar-06,"90005
(34.05907233200048, -118.30301712299968)",71.44,331
Apr_2006,Apr-06,"90005
(34.05907233200048, -118.30301712299968)",67.81,314
May_2006,May-06,"90005
(34.05907233200048, -118.30301712299968)",76.62,313
Jun_2006,Jun-06,"90005
(34.05907233200048, -118.30301712299968)",74.83,315
Jul_2006,Jul-06,"90005
(34.05907233200048, -118.30301712299968)",82.04,371
Aug_2006,Aug-06,"90005
(34.05907233200048, -118.30301712299968)",81.15,365
Sep_2006,Sep-06,"90005
(34.05907233200048, -118.30301712299968)",76.64,307
Oct_2006,Oct-06,"90005
(34.05907233200048, -118.30301712299968)",76.34,315
Nov_2006,Nov-06,"90005
(34.05907233200048, -118.30301712299968)",72.23,325
Dec_2006,Dec-06,"90005
(34.05907233200048, -118.30301712299968)",72.81,344
Jan_2007,Jan-07,"90005
(34.05907233200048, -118.30301712299968)",71.7,361
Feb_2007,Feb-07,"90005
(34.05907233200048, -118.30301712299968)",64.77,320
Mar_2007,Mar-07,"90005
(34.05907233200048, -118.30301712299968)",73.31,317
Apr_2007,Apr-07,"90005
(34.05907233200048, -118.30301712299968)",71.56,303
May_2007,May-07,"90005
(34.05907233200048, -118.30301712299968)",74.41,302
Jun_2007,Jun-07,"90005
(34.05907233200048, -118.30301712299968)",73.82,301
Jul_2007,Jul-07,"90005
(34.05907233200048, -118.30301712299968)",75.22,344
Aug_2007,Aug-07,"90005
(34.05907233200048, -118.30301712299968)",74.58,347
Sep_2007,Sep-07,"90005
(34.05907233200048, -118.30301712299968)",70.83,313
Oct_2007,Oct-07,"90005
(34.05907233200048, -118.30301712299968)",69.48,322
Nov_2007,Nov-07,"90005
(34.05907233200048, -118.30301712299968)",66.77,327
Dec_2007,Dec-07,"90005
(34.05907233200048, -118.30301712299968)",63.01,344
Jan_2008,Jan-08,"90005
(34.05907233200048, -118.30301712299968)",61.83,356
Feb_2008,Feb-08,"90005
(34.05907233200048, -118.30301712299968)",56.6,328
Mar_2008,Mar-08,"90005
(34.05907233200048, -118.30301712299968)",64.48,302
Apr_2008,Apr-08,"90005
(34.05907233200048, -118.30301712299968)",63.16,291
May_2008,May-08,"90005
(34.05907233200048, -118.30301712299968)",68.82,319
Jun_2008,Jun-08,"90005
(34.05907233200048, -118.30301712299968)",66.53,315
Jul_2008,Jul-08,"90005
(34.05907233200048, -118.30301712299968)",71.83,336
Aug_2008,Aug-08,"90005
(34.05907233200048, -118.30301712299968)",71.08,337
Sep_2008,Sep-08,"90005
(34.05907233200048, -118.30301712299968)",68.72,316
Oct_2008,Oct-08,"90005
(34.05907233200048, -118.30301712299968)",67.82,326
Nov_2008,Nov-08,"90005
(34.05907233200048, -118.30301712299968)",65.88,326
Dec_2008,Dec-08,"90005
(34.05907233200048, -118.30301712299968)",62.17,337
Jan_2009,Jan-09,"90005
(34.05907233200048, -118.30301712299968)",61.95,332
Feb_2009,Feb-09,"90005
(34.05907233200048, -118.30301712299968)",55.58,297
Mar_2009,Mar-09,"90005
(34.05907233200048, -118.30301712299968)",64.11,305
Apr_2009,Apr-09,"90005
(34.05907233200048, -118.30301712299968)",62.53,290
May_2009,May-09,"90005
(34.05907233200048, -118.30301712299968)",66.42,290
Jun_2009,Jun-09,"90005
(34.05907233200048, -118.30301712299968)",63.83,284
Jul_2009,Jul-09,"90005
(34.05907233200048, -118.30301712299968)",69.62,325
Aug_2009,Aug-09,"90005
(34.05907233200048, -118.30301712299968)",68.87,336
Sep_2009,Sep-09,"90005
(34.05907233200048, -118.30301712299968)",67.33,331
Oct_2009,Oct-09,"90005
(34.05907233200048, -118.30301712299968)",65.99,337
Nov_2009,Nov-09,"90005
(34.05907233200048, -118.30301712299968)",63.31,321
Dec_2009,Dec-09,"90005
(34.05907233200048, -118.30301712299968)",62.42,331
Jan_2010,Jan-10,"90005
(34.05907233200048, -118.30301712299968)",59.67,329
Feb_2010,Feb-10,"90005
(34.05907233200048, -118.30301712299968)",53.1,296
Mar_2010,Mar-10,"90005
(34.05907233200048, -118.30301712299968)",60.6,297
Apr_2010,Apr-10,"90005
(34.05907233200048, -118.30301712299968)",59.35,282
May_2010,May-10,"90005
(34.05907233200048, -118.30301712299968)",64.89,287
Jun_2010,Jun-10,"90005
(34.05907233200048, -118.30301712299968)",62.8,280
Jul_2010,Jul-10,"90005
(34.05907233200048, -118.30301712299968)",68.58,307
Aug_2010,Aug-10,"90005
(34.05907233200048, -118.30301712299968)",68.55,312
Sep_2010,Sep-10,"90005
(34.05907233200048, -118.30301712299968)",65.06,303
Oct_2010,Oct-10,"90005
(34.05907233200048, -118.30301712299968)",65.55,316
Nov_2010,Nov-10,"90005
(34.05907233200048, -118.30301712299968)",60.41,322
Dec_2010,Dec-10,"90005
(34.05907233200048, -118.30301712299968)",60.16,337
Jan_2011,Jan-11,"90005
(34.05907233200048, -118.30301712299968)",60.8,343
Feb_2011,Feb-11,"90005
(34.05907233200048, -118.30301712299968)",53.86,308
Mar_2011,Mar-11,"90005
(34.05907233200048, -118.30301712299968)",60.43,309
Apr_2011,Apr-11,"90005
(34.05907233200048, -118.30301712299968)",58.79,292
May_2011,May-11,"90005
(34.05907233200048, -118.30301712299968)",64.88,286
Jun_2011,Jun-11,"90005
(34.05907233200048, -118.30301712299968)",63.59,281
Jul_2011,Jul-11,"90005
(34.05907233200048, -118.30301712299968)",69.72,318
Aug_2011,Aug-11,"90005
(34.05907233200048, -118.30301712299968)",67.1,319
Sep_2011,Sep-11,"90005
(34.05907233200048, -118.30301712299968)",65.13,301
Oct_2011,Oct-11,"90005
(34.05907233200048, -118.30301712299968)",64.04,314
Nov_2011,Nov-11,"90005
(34.05907233200048, -118.30301712299968)",59.91,322
Dec_2011,Dec-11,"90005
(34.05907233200048, -118.30301712299968)",60.97,335
Jan_2012,Jan-12,"90005
(34.05907233200048, -118.30301712299968)",60.96,322
Feb_2012,Feb-12,"90005
(34.05907233200048, -118.30301712299968)",56.85,297
Mar_2012,Mar-12,"90005
(34.05907233200048, -118.30301712299968)",61.44,302
Apr_2012,Apr-12,"90005
(34.05907233200048, -118.30301712299968)",59.15,288
May_2012,May-12,"90005
(34.05907233200048, -118.30301712299968)",64.6,285
Jun_2012,Jun-12,"90005
(34.05907233200048, -118.30301712299968)",63.34,283
Jul_2012,Jul-12,"90005
(34.05907233200048, -118.30301712299968)",32.06,328
Aug_2012,Aug-12,"90005
(34.05907233200048, -118.30301712299968)",31.89,338
Sep_2012,Sep-12,"90005
(34.05907233200048, -118.30301712299968)",29.06,332
Oct_2012,Oct-12,"90005
(34.05907233200048, -118.30301712299968)",27.39,335
Nov_2012,Nov-12,"90005
(34.05907233200048, -118.30301712299968)",20.36,303
Dec_2013,Dec-12,"90005
(34.05907233200048, -118.30301712299968)",18.6,321
Jan_2013,Jan-13,"90005
(34.05907233200048, -118.30301712299968)",17.71,344
Feb_2013,Feb-13,"90005
(34.05907233200048, -118.30301712299968)",17.04,303
Mar_2013,Mar-13,"90005
(34.05907233200048, -118.30301712299968)",21.75,279
Apr_2013,Apr-13,"90005
(34.05907233200048, -118.30301712299968)",22.91,266
May_2013,May-13,"90005
(34.05907233200048, -118.30301712299968)",28.36,283
Jun_2013,Jun-13,"90005
(34.05907233200048, -118.30301712299968)",28.5,280
Jul_2005,Jul-05,"90006
(34.05010424100044, -118.2926890439997)",51.45,255
Aug_2005,Aug-05,"90006
(34.05010424100044, -118.2926890439997)",51.4,256
Sep_2005,Sep-05,"90006
(34.05010424100044, -118.2926890439997)",48.03,237
Oct_2005,Oct-05,"90006
(34.05010424100044, -118.2926890439997)",48.22,247
Nov_2005,Nov-05,"90006
(34.05010424100044, -118.2926890439997)",46.08,257
Dec_2005,Dec-05,"90006
(34.05010424100044, -118.2926890439997)",47.35,267
Jan_2006,Jan-06,"90006
(34.05010424100044, -118.2926890439997)",46.5,271
Feb_2006,Feb-06,"90006
(34.05010424100044, -118.2926890439997)",41.78,245
Mar_2006,Mar-06,"90006
(34.05010424100044, -118.2926890439997)",45.44,264
Apr_2006,Apr-06,"90006
(34.05010424100044, -118.2926890439997)",43.66,253
May_2006,May-06,"90006
(34.05010424100044, -118.2926890439997)",48.44,249
Jun_2006,Jun-06,"90006
(34.05010424100044, -118.2926890439997)",47.85,242
Jul_2006,Jul-06,"90006
(34.05010424100044, -118.2926890439997)",52.59,287
Aug_2006,Aug-06,"90006
(34.05010424100044, -118.2926890439997)",51.62,286
Sep_2006,Sep-06,"90006
(34.05010424100044, -118.2926890439997)",46.83,240
Oct_2006,Oct-06,"90006
(34.05010424100044, -118.2926890439997)",48.01,250
Nov_2006,Nov-06,"90006
(34.05010424100044, -118.2926890439997)",46.5,270
Dec_2006,Dec-06,"90006
(34.05010424100044, -118.2926890439997)",47.23,282
Jan_2007,Jan-07,"90006
(34.05010424100044, -118.2926890439997)",45.71,292
Feb_2007,Feb-07,"90006
(34.05010424100044, -118.2926890439997)",40.83,263
Mar_2007,Mar-07,"90006
(34.05010424100044, -118.2926890439997)",47.37,256
Apr_2007,Apr-07,"90006
(34.05010424100044, -118.2926890439997)",46.39,244
May_2007,May-07,"90006
(34.05010424100044, -118.2926890439997)",46.76,239
Jun_2007,Jun-07,"90006
(34.05010424100044, -118.2926890439997)",46.32,234
Jul_2007,Jul-07,"90006
(34.05010424100044, -118.2926890439997)",49.95,272
Aug_2007,Aug-07,"90006
(34.05010424100044, -118.2926890439997)",49.1,272
Sep_2007,Sep-07,"90006
(34.05010424100044, -118.2926890439997)",46.85,245
Oct_2007,Oct-07,"90006
(34.05010424100044, -118.2926890439997)",47.03,256
Nov_2007,Nov-07,"90006
(34.05010424100044, -118.2926890439997)",44.34,270
Dec_2007,Dec-07,"90006
(34.05010424100044, -118.2926890439997)",44.45,281
Jan_2008,Jan-08,"90006
(34.05010424100044, -118.2926890439997)",42.43,290
Feb_2008,Feb-08,"90006
(34.05010424100044, -118.2926890439997)",38.51,271
Mar_2008,Mar-08,"90006
(34.05010424100044, -118.2926890439997)",43.37,247
Apr_2008,Apr-08,"90006
(34.05010424100044, -118.2926890439997)",42.39,237
May_2008,May-08,"90006
(34.05010424100044, -118.2926890439997)",45.4,253
Jun_2008,Jun-08,"90006
(34.05010424100044, -118.2926890439997)",42.86,247
Jul_2008,Jul-08,"90006
(34.05010424100044, -118.2926890439997)",47.36,271
Aug_2008,Aug-08,"90006
(34.05010424100044, -118.2926890439997)",46.63,272
Sep_2008,Sep-08,"90006
(34.05010424100044, -118.2926890439997)",45.34,254
Oct_2008,Oct-08,"90006
(34.05010424100044, -118.2926890439997)",45.45,263
Nov_2008,Nov-08,"90006
(34.05010424100044, -118.2926890439997)",43.12,272
Dec_2008,Dec-08,"90006
(34.05010424100044, -118.2926890439997)",43.2,282
Jan_2009,Jan-09,"90006
(34.05010424100044, -118.2926890439997)",42.73,276
Feb_2009,Feb-09,"90006
(34.05010424100044, -118.2926890439997)",38.01,248
Mar_2009,Mar-09,"90006
(34.05010424100044, -118.2926890439997)",42.8,251
Apr_2009,Apr-09,"90006
(34.05010424100044, -118.2926890439997)",41.79,238
May_2009,May-09,"90006
(34.05010424100044, -118.2926890439997)",44.58,238
Jun_2009,Jun-09,"90006
(34.05010424100044, -118.2926890439997)",42.03,231
Jul_2009,Jul-09,"90006
(34.05010424100044, -118.2926890439997)",45.17,263
Aug_2009,Aug-09,"90006
(34.05010424100044, -118.2926890439997)",44.92,268
Sep_2009,Sep-09,"90006
(34.05010424100044, -118.2926890439997)",43.71,259
Oct_2009,Oct-09,"90006
(34.05010424100044, -118.2926890439997)",42.86,269
Nov_2009,Nov-09,"90006
(34.05010424100044, -118.2926890439997)",41.55,266
Dec_2009,Dec-09,"90006
(34.05010424100044, -118.2926890439997)",41.81,276
Jan_2010,Jan-10,"90006
(34.05010424100044, -118.2926890439997)",41.25,276
Feb_2010,Feb-10,"90006
(34.05010424100044, -118.2926890439997)",37.01,249
Mar_2010,Mar-10,"90006
(34.05010424100044, -118.2926890439997)",41.19,242
Apr_2010,Apr-10,"90006
(34.05010424100044, -118.2926890439997)",39.35,230
May_2010,May-10,"90006
(34.05010424100044, -118.2926890439997)",42.58,233
Jun_2010,Jun-10,"90006
(34.05010424100044, -118.2926890439997)",41.28,226
Jul_2010,Jul-10,"90006
(34.05010424100044, -118.2926890439997)",43.81,251
Aug_2010,Aug-10,"90006
(34.05010424100044, -118.2926890439997)",43.98,253
Sep_2010,Sep-10,"90006
(34.05010424100044, -118.2926890439997)",42.23,241
Oct_2010,Oct-10,"90006
(34.05010424100044, -118.2926890439997)",42.37,252
Nov_2010,Nov-10,"90006
(34.05010424100044, -118.2926890439997)",40.32,271
Dec_2010,Dec-10,"90006
(34.05010424100044, -118.2926890439997)",40.6,282
Jan_2011,Jan-11,"90006
(34.05010424100044, -118.2926890439997)",41.33,284
Feb_2011,Feb-11,"90006
(34.05010424100044, -118.2926890439997)",36.7,256
Mar_2011,Mar-11,"90006
(34.05010424100044, -118.2926890439997)",40.41,249
Apr_2011,Apr-11,"90006
(34.05010424100044, -118.2926890439997)",39.1,237
May_2011,May-11,"90006
(34.05010424100044, -118.2926890439997)",43.01,235
Jun_2011,Jun-11,"90006
(34.05010424100044, -118.2926890439997)",41.2,229
Jul_2011,Jul-11,"90006
(34.05010424100044, -118.2926890439997)",44.07,258
Aug_2011,Aug-11,"90006
(34.05010424100044, -118.2926890439997)",43.68,259
Sep_2011,Sep-11,"90006
(34.05010424100044, -118.2926890439997)",42.68,243
Oct_2011,Oct-11,"90006
(34.05010424100044, -118.2926890439997)",42.59,254
Nov_2011,Nov-11,"90006
(34.05010424100044, -118.2926890439997)",39.74,273
Dec_2011,Dec-11,"90006
(34.05010424100044, -118.2926890439997)",40.87,283
Jan_2012,Jan-12,"90006
(34.05010424100044, -118.2926890439997)",41.11,270
Feb_2012,Feb-12,"90006
(34.05010424100044, -118.2926890439997)",38.06,252
Mar_2012,Mar-12,"90006
(34.05010424100044, -118.2926890439997)",41.26,252
Apr_2012,Apr-12,"90006
(34.05010424100044, -118.2926890439997)",39.92,241
May_2012,May-12,"90006
(34.05010424100044, -118.2926890439997)",42.87,236
Jun_2012,Jun-12,"90006
(34.05010424100044, -118.2926890439997)",40.6,229
Jul_2012,Jul-12,"90006
(34.05010424100044, -118.2926890439997)",12.59,273
Aug_2012,Aug-12,"90006
(34.05010424100044, -118.2926890439997)",12.49,277
Sep_2012,Sep-12,"90006
(34.05010424100044, -118.2926890439997)",11.63,269
Oct_2012,Oct-12,"90006
(34.05010424100044, -118.2926890439997)",11.8,277
Nov_2012,Nov-12,"90006
(34.05010424100044, -118.2926890439997)",9.95,265
Dec_2013,Dec-12,"90006
(34.05010424100044, -118.2926890439997)",10.28,275
Jan_2013,Jan-13,"90006
(34.05010424100044, -118.2926890439997)",10.31,295
Feb_2013,Feb-13,"90006
(34.05010424100044, -118.2926890439997)",9.25,266
Mar_2013,Mar-13,"90006
(34.05010424100044, -118.2926890439997)",10.78,241
Apr_2013,Apr-13,"90006
(34.05010424100044, -118.2926890439997)",10.52,229
May_2013,May-13,"90006
(34.05010424100044, -118.2926890439997)",11.46,237
Jun_2013,Jun-13,"90006
(34.05010424100044, -118.2926890439997)",11.07,232
Jul_2005,Jul-05,"90007
(34.02833141800045, -118.28507659499968)",45.65,285
Aug_2005,Aug-05,"90007
(34.02833141800045, -118.28507659499968)",46.75,297
Sep_2005,Sep-05,"90007
(34.02833141800045, -118.28507659499968)",47.15,316
Oct_2005,Oct-05,"90007
(34.02833141800045, -118.28507659499968)",47.52,325
Nov_2005,Nov-05,"90007
(34.02833141800045, -118.28507659499968)",43.21,300
Dec_2005,Dec-05,"90007
(34.02833141800045, -118.28507659499968)",43.88,309
Jan_2006,Jan-06,"90007
(34.02833141800045, -118.28507659499968)",42.66,313
Feb_2006,Feb-06,"90007
(34.02833141800045, -118.28507659499968)",39.87,283
Mar_2006,Mar-06,"90007
(34.02833141800045, -118.28507659499968)",43.93,308
Apr_2006,Apr-06,"90007
(34.02833141800045, -118.28507659499968)",45.86,295
May_2006,May-06,"90007
(34.02833141800045, -118.28507659499968)",52.64,279
Jun_2006,Jun-06,"90007
(34.02833141800045, -118.28507659499968)",51.6,268
Jul_2006,Jul-06,"90007
(34.02833141800045, -118.28507659499968)",55.48,321
Aug_2006,Aug-06,"90007
(34.02833141800045, -118.28507659499968)",55.01,327
Sep_2006,Sep-06,"90007
(34.02833141800045, -118.28507659499968)",54.19,320
Oct_2006,Oct-06,"90007
(34.02833141800045, -118.28507659499968)",53.28,330
Nov_2006,Nov-06,"90007
(34.02833141800045, -118.28507659499968)",48.06,311
Dec_2006,Dec-06,"90007
(34.02833141800045, -118.28507659499968)",46.66,321
Jan_2007,Jan-07,"90007
(34.02833141800045, -118.28507659499968)",47.38,333
Feb_2007,Feb-07,"90007
(34.02833141800045, -118.28507659499968)",43.93,301
Mar_2007,Mar-07,"90007
(34.02833141800045, -118.28507659499968)",50.32,300
Apr_2007,Apr-07,"90007
(34.02833141800045, -118.28507659499968)",48.06,287
May_2007,May-07,"90007
(34.02833141800045, -118.28507659499968)",45.88,267
Jun_2007,Jun-07,"90007
(34.02833141800045, -118.28507659499968)",46.5,257
Jul_2007,Jul-07,"90007
(34.02833141800045, -118.28507659499968)",47.77,301
