Fund,Fund Name,Cash,Department Name,Fund Purpose,Sources of Funds,Eligible Uses,Fund Category,Ending Fund Balance,Assets,Liabilities,Grant Receivable Asset,Other Assets,Current Collected Revenue,Cash Disbursement,Outstanding Commitment,Date Fund Established,Fund Group Name,Fund Type Name,Council File Link,Fund Origin Council File #,Department,Fund Origin Ordinance #,Amending Ordinances,Code Section,Fund Origin Resolution,Amending Resolution,Currently on Budget,Replacement of GF Allowed,Any Overhead Costs Remitted to GF,Overhead Costs Reimbursement Eligibility,Interest to GF,Interest Reversion Eligibility,GF Reversion,Inactive Fund - Close,Contact,Phone,Email
166,Judgment Obli Bd 92A Proceeds,$0.00,City Attorney,To pay judgments against the City and settlements,"Sale of Judgment Obligation Bonds, Series 1992-A",Payment of judgments related to the City's collection of business license taxes from financial corporations.,Debt Service,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,07/27/1992,Governmental,General Fund,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=91-1665-S2,91-1665-S2,12,168068,Not Applicable,Not Applicable,,,No,No,No,No,No,No,No,Yes,Michiko Reyes,(213) 978-7020,michiko.reyes@lacity.org
167,Branch Lib Gob Ser92A Construc,$1795.72,Engineering Non-Departmental - Appropriations to Special Purpose Fund,"For the purpose of receiving and disbursing money from the GO financing, in order to pay costs associated to the Branch Library Facilities Projects",GO Bonds,"Branch Library Facilities Projects means the acquisition, construction and rehabilitation of branch library facilities located throughout the City",Library,$1795.72,$1795.72,$0.00,$0.00,$0.00,$71.65,$0.00,$0.00,08/05/1992,Governmental,Capital Projects,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=92-1154,92-1154,50,168062,,,,,No,No,Yes,Yes,No,No,No,No,Robert Kadomatsu,(213) 485-4944,robert.kadomatsu@lacity.org
168,Police Fac Gob Ser92A Construc,$390799.02,Engineering Non-Departmental - Appropriations to Special Purpose Fund,"For the purpose of receiving and disbursing money from the GO financing, in order to pay costs associated to the Police Facilities Projects",92 Police GO Bond,"Police Facilities Projects means the acquisition, expansion, construction and/or renovation of police facilities.","Police, Fire and 911 Facilities",$361200.10,$390799.02,$29598.92,$0.00,$0.00,$1101.95,$0.00,$30414.83,08/06/1992,Governmental,Capital Projects,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=92-1154,92-1154,50,168062,,,,,No,No,Yes,Yes,No,No,No,No,Robert Kadomatsu,(213) 485-4944,robert.kadomatsu@lacity.org
169,Recr &Park Gob Ser92A Construc,$29810.70,CAO Non-Departmental - Appropriations to Special Purpose Fund,"For the purpose of receiving and disbursing money from the GO financing, in order to pay costs associated to the Seismic Improvement Projects",GO Bonds,"Seismic Improvement Projects means the reinforcement, renovation and replacement of City-owned seismically deficient bridges and buildings.",Seismic Improvement,$29810.70,$29810.70,$0.00,$0.00,$0.00,$229.18,$0.00,$0.00,08/05/1992,Governmental,Capital Projects,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=92-1154,92-1154,50,168062,,,,,No,No,No,Yes,No,No,No,No,Jody Yoxsimer,(213) 473-7577,jody.yoxsimer@lacity.org
16A,Gob Series 2004A 911/P/F Const,$60799796.27,Engineering Non-Departmental - Appropriations to Special Purpose Fund,911-Police-Fire Paramedic Facilities Projects,Sale of Series 2004-A Bonds,"Project management staff salaries, CTO and fringe only related costs, expense and equipment, lease costs","Police, Fire and 911 Facilities",$59794949.76,$60799796.27,$1004846.51,$0.00,$0.00,$175070.91,$7762052.48,$42114391.94,08/10/2004,Governmental,Capital Projects,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=04-1299,04-1299,50,176107,,,,,No,No,Yes,Yes,No,No,No,No,Robert Kadomatsu,(213) 485-4944,robert.kadomatsu@lacity.org
16B,Gob 2004A Costs Of Issuance,$0.00,City Administrative Officer,Pay all expenses incident to the sale and issuance of the Series 2004-A Bonds,Sale of Series 2004-A Bonds,"Pay expenses incident to the sale and issuance of the Bonds. After payment of all costs of issuance any money then remaining in the Fund, including any interest earnings shall be transferred on a pro-rata basis to the respective Construction Funds. ",Debt Service,$0.00,$0.00,$0.00,$0.00,$0.00,$0.95,$0.00,$0.00,08/10/2004,Governmental,Capital Projects,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=04-1299,04-1299,10,176107,,,,,No,No,No,No,No,No,No,Yes,Jody Yoxsimer,(213) 473-7577,jody.yoxsimer@lacity.org
16C,GOB Series 2004A Excess Earnings,$0.00,Office of Finance,To hold money that the Treasurer finds to be earnings in excess of the yield on the Bonds,Construction Fund and Series 2004-A Bonds,Money in the Excess Earnings Fund shall be used only for payments to the United States or for deposit into other funds in accordance with the City's Tax Certificate for the Bonds,Debt Service,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,08/10/2004,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=04-1299,04-1299,39,176107,, ,,,No,No,No,No,No,No,No,Yes,Tiffany Liaw,(213) 978-1742,tiffany.liaw@lacity.org
16D,Gob Series 2005A Fire/Para Con,$22719291.15,Engineering Non-Departmental - Appropriations to Special Purpose Fund,"Construction of Fire/Paramedic, Emergency Helicopter Facilities Projects",Sale of Series 2005-A Bonds,"Fire/Paramedic, Emergency Helicopter Facilities Projects","Police, Fire and 911 Facilities",$22661917.12,$22719291.15,$57374.03,$0.00,$0.00,$55828.96,$26961.36,$737795.90,08/04/2005,Governmental,Capital Projects,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=05-1408,05-1408,50,176839,,,,,No,No,Yes,Yes,No,No,No,No,Robert Kadomatsu,(213) 485-4944,robert.kadomatsu@lacity.org
16E,Gob 2005A Costs Of Issuance,$0.00,City Administrative Officer,To pay all expenses incident to the sale and issuance of the Series 2005-A Bonds and 2005-B Bonds,Series 2005-A Bonds and Series 2005-B Bonds,"Pay expenses incident to the sale and issuance of the Bonds. After payment of all costs of issuance any money then remaining in the Fund, including any interest earnings shall be transferred on a pro-rata basis to the respective Construction Funds. ",Debt Service,$0.00,$0.00,$0.00,$0.00,$0.00,$0.09,$0.00,$0.00,08/04/2005,Governmental,Capital Projects,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=05-1408,05-1408,10,176839,,,,,No,No,No,No,No,No,No,Yes,Jody Yoxsimer,(213) 473-7577,jody.yoxsimer@lacity.org
16F,Gob 2005A Clean Water Cleanup,$115178.23,Engineering Non-Departmental - Appropriations to Special Purpose Fund,"For the purposes of the Clean Water, Ocean, River, Beach, Bay Storm Water Clean-Up Projects",Sale of Series 2005-A Bonds,"Clean Water, Ocean, River, Beach, Bay Storm Water Clean-Up Projects Remaining funds to be deposited into the Series 2005-A Debt Service Fund",Stormwater Cleanup Capital Projects,$115178.23,$115178.23,$0.00,$0.00,$0.00,$281.71,$0.00,$0.00,08/04/2005,Governmental,Capital Projects,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=05-1408,05-1408,50,176839,,,,,No,No,Yes,Yes,No,No,No,No,Robert Kadomatsu,(213) 485-4944,robert.kadomatsu@lacity.org
16G,GOB Series 2005A Excess Earnings,$0.00,Office of Finance,To hold money that the Treasurer finds to be earnings in excess of the yield on the Bonds,Series 2005-A Debt Service Fun and Construction Fund,Money in the Excess Earnings Fund shall be used only for payments to the United States or for deposit into other funds in accordance with the City's Tax Certificate for the Bonds,Debt Service,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,08/04/2005,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=05-1408,05-1408,39,176839,, ,,,No,No,No,No,Yes,Not Applicable,No,Yes,Tiffany Liaw,(213) 978-1742,tiffany.liaw@lacity.org
16H,GOB Series 2005B Excess Earnings,$0.00,Office of Finance,To hold money that the Treasurer finds to be earnings in excess of the yield on the Bonds,Series 2005-B Debt Service Fund,Money in the Excess Earnings Fund shall be used only for payments to the United States or for deposit into other funds in accordance with the City's Tax Certificate for the Bonds,Debt Service,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,08/04/2005,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=05-1408,05-1408,39,176839,, ,,,No,No,No,No,Yes,Not Applicable,No,Yes,Tiffany Liaw,(213) 978-1742,tiffany.liaw@lacity.org
16J,Gob Series 2006A Fire/Para Con,$25232338.70,Engineering Non-Departmental - Appropriations to Special Purpose Fund,"Construction of Fire/Paramedic, Emergency Helicopter Facilities Projects",Sale of Series 2006-A Bonds,"Completion of Fire/Paramedic, Emergency Helicopter Facilities Projects, remaining amounts shall be deposited into the Series 2006-A Debt Service Fund","Police, Fire and 911 Facilities",$25223661.56,$25232338.70,$8677.14,$0.00,$0.00,$62503.15,$185732.00,$505750.88,07/28/2006,Governmental,Capital Projects,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=06-0600-S37,06-0600-S37,50,177733,,,,,No,No,Yes,Yes,No,No,No,No,Robert Kadomatsu,(213) 485-4944,robert.kadomatsu@lacity.org
16K,Gob Series 2006A Anim Sh Const,$11629600.68,Engineering Non-Departmental - Appropriations to Special Purpose Fund,Construction of Animal Shelter Facilities,Sale of Series 2006-A Bonds,"Completion of Animal Shelter Facilities, remaining amounts shall be deposited into the Series 2006-A Debt Service Fund",Animal Shelter Facilities,$11628126.73,$11629600.68,$1473.95,$0.00,$0.00,$31634.09,$8278.96,$76940.64,07/28/2006,Governmental,Capital Projects,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=06-0600-S37,06-0600-S37,50,177733,,,,,No,No,Yes,Yes,No,No,No,No,Robert Kadomatsu,(213) 485-4944,robert.kadomatsu@lacity.org
16L,Gob Series 2006A 911/P/F Const,$11048534.03,Engineering Non-Departmental - Appropriations to Special Purpose Fund,Completion of 911-Police-Fire-Paramedic Projects,Sale of Series 2006-A Bonds,"Completion of 911-Police-Fire-Paramedic Projects, remaining amounts shall be deposited into the Series 2006-A Debt Service Fund","Police, Fire and 911 Facilities",$11048534.03,$11048534.03,$0.00,$0.00,$0.00,$27091.77,$163294.78,$8555746.35,07/28/2006,Governmental,Capital Projects,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=06-0600-S37,06-0600-S37,50,177733,,,,,No,No,Yes,Yes,No,No,No,No,Robert Kadomatsu,(213) 485-4944,robert.kadomatsu@lacity.org
16M,Gob 2006A Clean Water Cleanup,$542483.39,Engineering Non-Departmental - Appropriations to Special Purpose Fund,"For the purposes of the Clean Water, Ocean, River, Beach, Bay Storm Water Clean-Up Projects",Sale of Series 2006-A Bonds,"Clean Water, Ocean, River, Beach, Bay Storm Water Clean-Up Projects Remaining funds to be deposited into the Series 2006-A Debt Service Fund",Stormwater Cleanup Capital Projects,$542483.39,$542483.39,$0.00,$0.00,$0.00,$1302.43,$0.00,$10355.74,07/28/2006,Governmental,Capital Projects,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=06-0600-S37,06-0600-S37,50,177733,,,,,No,No,Yes,Yes,No,No,No,No,Robert Kadomatsu,(213) 485-4944,robert.kadomatsu@lacity.org
16N,Gob 2006A Costs Of Issuance,$0.00,City Administrative Officer,Shall be used to pay all expenses incident to the sale and issuance of the Series 2006-A Bonds,Sale of Series 2006-A Bonds,"Pay expenses incident to the sale and issuance of the Bonds. After payment of all costs of issuance any money then remaining in the Fund, including any interest earnings shall be transferred on a pro-rata basis to the respective Construction Funds. ",Debt Service,$0.00,$0.00,$0.00,$0.00,$0.00,$47.83,$0.00,$0.00,07/28/2006,Governmental,Capital Projects,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=06-0600-S37,06-0600-S37,10,177733,,,,,No,No,No,No,No,No,No,Yes,Jody Yoxsimer,(213) 473-7577,jody.yoxsimer@lacity.org
16P,GOB Series 2006A Excess Earnings,$0.00,Office of Finance,To hold money that the Treasurer finds to be earnings in excess of the yield on the Bonds,Series 2006-A Bonds,Money in the Excess Earnings Fund shall be used only for payments to the United States or for deposit into other funds in accordance with the City's Tax Certificate for the Bonds,Debt Service,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,07/28/2006,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=06-0600-S37,06-0600-S37,39,177733,, ,,,No,No,No,No,Yes,Not Applicable,No,Yes,Tiffany Liaw,(213) 978-1742,tiffany.liaw@lacity.org
16Q,Gob 2008A Clean Water Cleanup,$11673272.41,Engineering Non-Departmental - Appropriations to Special Purpose Fund,"For the purposes of the Clean Water, Ocean, River, Beach, Bay Storm Water Clean-Up Projects",Sale of Series 2008-A Bonds,"Clean Water, Ocean, River, Beach, Bay Storm Water Clean-Up Projects Remaining funds to be deposited into the Series 2008-A Debt Service Fund",Stormwater Cleanup Capital Projects,$11509746.48,$11673272.71,$163526.23,$0.00,$0.30,$35081.00,$200863.02,$3552851.75,08/05/2008,Governmental,Capital Projects,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=08-1706,08-1706,50,180090,,,,,No,No,Yes,Yes,No,No,No,No,Robert Kadomatsu,(213) 485-4944,robert.kadomatsu@lacity.org
16R,Gob 2008A Costs Of Issuance,$0.00,City Administrative Officer,Shall be used to pay all expenses incident to the sale and issuance of the Series 2008-A Bonds,Sale of Series 2008-A Bonds,"Pay expenses incident to the sale and issuance of the Bonds. After payment of all costs of issuance any money then remaining in the Fund, including any interest earnings shall be transferred to the Construction Fund or Debt Service Fund, as determined by the CAO. ",Debt Service,$0.00,$0.00,$0.00,$0.00,$0.00,$118.88,$0.00,$0.00,08/05/2008,Governmental,Capital Projects,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=08-1706,08-1706,10,180090,,,,,No,No,No,No,No,No,No,Yes,Jody Yoxsimer,(213) 473-7577,jody.yoxsimer@lacity.org
16S,GOB Series 2008A Excess Earnings,$0.00,Office of Finance,To hold money that the Treasurer finds to be earnings in excess of the yield on the Bonds,Series 2006-A Bonds,Money in the Excess Earnings Fund shall be used only for payments to the United States or for deposit into other funds in accordance with the City's Tax Certificate for the Bonds,Debt Service,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,08/05/2008,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=08-1706,08-1706,39,180090,, ,,,No,No,No,No,No,No,No,Yes,Tiffany Liaw,(213) 978-1742,tiffany.liaw@lacity.org
16T,Gob 2009 Clean Water Cleanup,$64690061.08,Engineering Non-Departmental - Appropriations to Special Purpose Fund,"For the purposes of the Clean Water, Ocean, River, Beach, Bay Storm Water Clean-Up Projects",Sale of Series 2009-A Bonds,"Clean Water, Ocean, River, Beach, Bay Storm Water Clean-Up Projects Remaining funds to be deposited into the Series 2009-A Debt Service Fund",Stormwater Cleanup Capital Projects,$60516552.69,$64910561.08,$4394008.39,$0.00,$220500.00,$178140.69,$9099896.97,$9710960.21,07/30/2009,Governmental,Capital Projects,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=09-1674-S1,09-1674-S1,50,180808,,,,,No,No,Yes,Yes,No,No,No,No,Robert Kadomatsu,(213) 485-4944,robert.kadomatsu@lacity.org
16U,GOB Series 2009 Excess Earning,$0.00,Office of Finance,To hold money that the Treasurer finds to be earnings in excess of the yield on the Bonds,Series 2009-A Bonds and Series 2009-B Bonds,Money in the Excess Earnings Fund shall be used only for payments to the United States or for deposit into other funds in accordance with the City's Tax Certificate for the Bonds,Debt Service,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,08/03/2009,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=09-1674-S1,09-1674-S1,39,180808,, ,,,No,No,No,No,No,No,No,Yes,Tiffany Liaw,(213) 978-1742,tiffany.liaw@lacity.org
16V,Gob 2011A Clean Water Cleanup,$127804364.01,Engineering Non-Departmental - Appropriations to Special Purpose Fund,"For the purposes of the Clean Water, Ocean, River, Beach, Bay Storm Water Clean-Up Projects",Sale of Series 2011-A Bonds,"Clean Water, Ocean, River, Beach, Bay Storm Water Clean-Up Projects Remaining funds to be deposited into the Series 2011-A Debt Service Fund",Stormwater Cleanup Capital Projects,$127704364.01,$127804364.01,$100000.00,$0.00,$0.00,$325401.67,$5490499.62,$69153165.37,06/21/2011,Governmental,Capital Projects,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=11-0841,11-0841,50,181755,,,,,No,No,Yes,Yes,No,No,No,No,Robert Kadomatsu,(213) 485-4944,robert.kadomatsu@lacity.org
16W,GOB Series 2011A Excess Earning,$0.00,Office of Finance,To hold money that the Treasurer finds to be earnings in excess of the yield on the Bonds,Series 2011-A Bonds,Money in the Excess Earnings Fund shall be used only for payments to the United States or for deposit into other funds in accordance with the City's Tax Certificate for the Bonds,Debt Service,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,06/21/2011,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=11-0841,11-0841,39,181755,, ,,,No,No,No,No,No,No,No,Yes,Tiffany Liaw,(213) 978-1742,tiffany.liaw@lacity.org
